"","gene_name","mass_Da"
"3976","ppa",19703.31768
"3977","ytfQ",34344.2588
"3978","ytfR",55259.36018
"3979","ytfT",35626.48322
"3980","yjfF",34945.17648
"3981","fbp",36833.49664
"3982","mpl",49873.56304
"3983","yjgA",21359.01662
"3984","pmbA",48369.07968
"3985","nrdG",17445.7262
"3986","nrdD",80021.64062
"3987","treC",63836.91148
"3988","treB",51080.15556
"3989","treR",34530.34244
"3990","mgtL",2122.5391
"3991","mgtA",99465.33562
"3992","ridA",13611.4262
"3993","pyrI",17120.43612
"3994","pyrB",34426.95084
"3995","pyrL",5098.07722
"3996","yjgH",14590.08944
"3997","bdcA",24597.86526
"3998","bdcR",21501.27616
"3999","tabA",16865.16024
"4000","yjgL",69576.90646
"4001","argI",36906.7015
"4002","rraB",15602.54532
"4003","yjgM",18622.22236
"4004","yjgN",44899.06712
"4005","valS",108191.10152
"4006","holC",16632.56886
"4007","pepA",54879.21198
"4008","lptF",40325.11452
"4009","lptG",39618.15656
"4010","yjgR",54331.63948
"4011","idnR",37566.80822
"4012","idnT",46040.73708
"4013","idnO",27562.39418
"4014","idnD",37146.22058
"4015","idnK",21003.75254
"4016","ahr",36501.44514
"4017","insC1",13451.467
"4018","insD1",34365.66852
"4019","yjgZ",12142.68864
"4020","insG",50385.24332
"4021","yjhB",44102.9748
"4022","yjhC",41384.06286
"4023","ythA",4778.89056
"4024","insI1",44280.38242
"4025","fecE",28190.36316
"4026","fecD",34131.10916
"4027","fecC",34892.30908
"4028","fecB",33145.93996
"4029","fecA",85320.5521
"4030","fecR",35531.60548
"4031","fecI",19480.18884
"4032","insA",9892.3684
"4033","yjhU",36079.11782
"4034","yjhF",47003.24202
"4035","yjhG",70016.06526
"4036","yjhH",32721.26684
"4037","yjhI",29876.29544
"4038","sgcR",29267.3865
"4039","sgcE",23214.19566
"4040","sgcA",15637.58268
"4041","sgcQ",29354.39086
"4042","sgcC",46683.8098
"4043","sgcB",9803.34026
"4044","sgcX",40614.23718
"4045","yjhP",27353.70788
"4046","yjhQ",19956.68952
"4047","yjhX",9734.18032
"4048","nanS",36877.54374
"4049","nanM",39571.72734
"4050","nanC",27887.67822
"4051","fimB",22993.22622
"4052","fimE",23083.93494
"4053","fimA",18110.98196
"4054","fimI",19373.00214
"4055","fimC",26656.53962
"4056","fimD",96481.22242
"4057","fimF",18715.11056
"4058","fimG",17317.15558
"4059","fimH",31473.0949
"4060","gntP",47137.39706
"4061","uxuA",44837.50052
"4062","uxuB",53579.59582
"4063","uxuR",29307.89704
"4064","yjiC",30592.53088
"4065","iraD",14746.71084
"4066","hypT",34710.30698
"4067","iadA",41083.44158
"4068","yjiG",16193.2674
"4069","yjiH",23793.14194
"4070","kptA",20529.30658
"4071","yjiJ",41360.10646
"4072","yjiK",31923.80252
"4073","yjiL",27222.86202
"4074","yjiM",42742.40968
"4075","yjiN",48241.2614
"4076","mdtM",44686.97402
"4077","yjiR",53046.10328
"4078","yjiS",6708.6821
"4079","mcrC",40557.14012
"4080","mcrB",53156.64912
"4081","symE",12202.88008
"4082","hsdS",51394.6226
"4083","hsdM",59305.81824
"4084","hsdR",134093.2809
"4085","mrr",33519.50506
"4086","yjiA",35659.27842
"4087","yjiX",7728.72068
"4088","yjiY",77322.95046
"4089","tsr",59442.3058
"4090","lgoT",49407.89612
"4091","lgoR",35396.73486
"4092","lgoD",36447.46756
"4093","opgB",85474.97758
"4094","yjjA",17352.46164
"4095","dnaC",27934.8112
"4096","dnaT",19454.87082
"4097","yjjB",17046.37232
"4098","yjjP",28000.58614
"4099","yjjQ",27031.78278
"4100","bglJ",25621.30706
"4101","fhuF",30112.41136
"4102","yjjZ",8696.64756
"4103","rsmC",37624.28228
"4104","holD",15174.17144
"4105","rimI",16609.54392
"4106","yjjG",25300.31026
"4107","prfC",59573.40304
"4108","osmY",21073.4611
"4109","ytjA",5535.83234
"4110","yjjU",39799.3162
"4111","yjjV",28890.70944
"4112","yjjW",31490.22186
"4113","yjjI",58019.35228
"4114","deoC",27733.48418
"4115","deoA",47188.5691
"4116","deoB",44369.443
"4117","deoD",25949.64466
"4118","yjjJ",49756.01258
"4119","lplA",37925.43884
"4120","ytjB",24082.44426
"4121","serB",35042.29684
"4122","radA",49439.50732
"4123","nadR",47345.26414
"4124","ettA",62410.04766
"4125","slt",73320.24054
"4126","trpR",12355.01262
"4127","yjjX",18212.43284
"4128","ytjC",24064.95994
"4129","rob",33144.49756
"4130","creA",17107.6889
"4131","creB",26124.94774
"4132","creC",52175.53086
"4133","creD",49829.21476
"4134","arcA",27291.70046
"4135","yjjY",4885.74118
"4136","yjtD",25258.75288
"4137","P02768ups|ALBU_HUMAN_UPS",66356.44016
"4138","Q15843ups|NEDD8_HUMAN_UPS",9071.4427
"4139","P01112ups|RASH_HUMAN_UPS",21297.91012
"4140","P04040ups|CATA_HUMAN_UPS",59624.23856
"4141","P02753ups|RETBP_HUMAN_UPS",20574.76864
"4142","P06396ups|GELS_HUMAN_UPS",82958.08626
"4143","P01375ups|TNFA_HUMAN_UPS",17352.49888
"4144","P15559ups|NQO1_HUMAN_UPS",30736.0664
"4145","Q06830ups|PRDX1_HUMAN_UPS",21978.89258
"4146","P00167ups|CYB5_HUMAN_UPS",16152.7555
"4147","P06732ups|KCRM_HUMAN_UPS",43100.61718
"4148","P02741ups|CRP_HUMAN_UPS",23251.06514
"4149","P61626ups|LYSC_HUMAN_UPS",14700.52798
"4150","P16083ups|NQO2_HUMAN_UPS",25821.08076
"4151","P10145ups|IL8_HUMAN_UPS",8385.68276
"4152","P61769ups|B2MG_HUMAN_UPS",11731.02392
"4153","P02144ups|MYG_HUMAN_UPS",17052.4031
"4154","P08263ups|GSTA1_HUMAN_UPS",25499.57468
"4155","P55957ups|BID_HUMAN_UPS",21994.44904
"4156","P00709ups|LALBA_HUMAN_UPS",14078.01022
"4157","P69905ups|HBA_HUMAN_UPS",15126.16474
"4158","P01344ups|IGF2_HUMAN_UPS",7475.3969
"4159","P00915ups|CAH1_HUMAN_UPS",28738.64414
"4160","P08758ups|ANXA5_HUMAN_UPS",35805.1403
"4161","P00918ups|CAH2_HUMAN_UPS",29114.47512
"4162","P62937ups|PPIA_HUMAN_UPS",20175.59968
"4163","P00441ups|SODC_HUMAN_UPS",15804.3659
"4164","P05413ups|FABPH_HUMAN_UPS",14726.65542
"4165","O00762ups|UBE2C_HUMAN_UPS",20474.90628
"4166","P41159ups|LEP_HUMAN_UPS",16157.45876
"4167","P02788ups|TRFL_HUMAN_UPS",76164.47572
"4168","P09211ups|GSTP1_HUMAN_UPS",23224.35324
"4169","P01031ups|CO5_HUMAN_UPS",8273.56136
"4170","P10636-8ups|TAU_HUMAN_UPS",45718.16072
"4171","P01133ups|EGF_HUMAN_UPS",6353.1633
"4172","P63165ups|SUMO1_HUMAN_UPS",38814.19598
"4173","P51965ups|UB2E1_HUMAN_UPS",22226.7784
"4174","P12081ups|SYHC_HUMAN_UPS",58232.67402
"4175","P99999ups|CYC_HUMAN_UPS",11617.40014
"4176","P02787ups|TRFE_HUMAN_UPS",75180.67578
"4177","P10599ups|THIO_HUMAN_UPS",12429.01776
"4178","P62988ups|UBIQ_HUMAN_UPS",10728.0376
"4179","P01008ups|ANT3_HUMAN_UPS",49038.57478
"4180","P01127ups|PDGFB_HUMAN_UPS",12294.35348
"4181","P68871ups|HBB_HUMAN_UPS",15867.01256
"4182","P63279ups|UBC9_HUMAN_UPS",18006.61694
"4183","O76070ups|SYUG_HUMAN_UPS",15493.9396
"4184","P01579ups|IFNG_HUMAN_UPS",16775.94808
"4185","corA",36590
